;title;ref;location;price;type_b;etajnost;etaj;komnati;opis
10;2комн. ЖК Мира 3, ХТЗ, м. Индустриальная (Пролетарская), 57м2,1085451;https://www.olx.ua/d/obyavlenie/2komn-zhk-mira-3-htz-m-industrialnaya-proletarskaya-57m2-1085451-IDMIFTV.html#ea76f6cdc2;Индустриальный;37000.0;Бизнес;9;8;2;"Продам реальную 2-комнатную квартиру в новострое на ХТЗ, ЖК Мира 3, возле станции метро Индустриальная (Пролетарская). 8 этаж 9 этажного дома. Общая площадь - 57.4м2, жилая - 15м2, кухня - 11м2. Квартира в строительном состоянии, установлены МПО, радиаторы отопления, металлические входные двери. Горизонтальная система отопления позволяет установить индивидуальный счетчик отопления на квартиру. Рядом вся необходимая инфраструктура: детские сады, школы, супермаркеты ""Класс"", ""Восторг"",  ""АТБ"", автобусный терминал, сквер ""Зеленый Гай"".  3D-тур этого объекта вы можете посмотреть на нашем сайте: kn.ua/r3d/108545 ; ID объекта - RE-108545."
11;Продам 1 из кв две остановки от метро Дворец спорта F S2;https://www.olx.ua/d/obyavlenie/prodam-1-iz-kv-dve-ostanovki-ot-metro-dvorets-sporta-f-s2-IDMVWXd.html#ea76f6cdc2;Немышлянский;23500.0;Бизнес;5;1;1;Продам 1 из кв Новые дома две остановки от метро квартира в хорошем состоянии МПО,санузел  совмещённый , душевая кабина современная плитка,входная дверь,хорошая транспортная развязка
12;1Реальная 1к. ХТЗ, м. Масельского. ул. Северина Потоцкого. 33м2,108779;https://www.olx.ua/d/obyavlenie/1realnaya-1k-htz-m-maselskogo-ul-severina-pototskogo-33m2-108779-IDMIFlj.html#ea76f6cdc2;Индустриальный;28000.0;Бизнес;12;12;1;"Продам реальную 1-комнатную квартиру на ХТЗ, недалеко от станции метро Масельского и Тракторный завод, по ул. Северина потоцкого. 12 этаж 12 этажного дома. Общая площадь - 33м2, жилая - 15м2, кухня - 6м2. В квартире выполнен капитальный ремонт с использованием качественных современных материалов, МПО остекление, заменена вся сантехника, счетчики, на полу плитка, просторная кухня!. В квартире остается мебель и техника. Ремонт подьезда и крыши сделан в 2021 году. Рядом вся необходимая инфраструктура: детские сады, школы, супермаркеты.  kn.ua/r/108779 ; ID объекта - RE-108779."
13;Редкое предложение! Продается 1 к. кв. в районе метро Дворец Спорта;https://www.olx.ua/d/obyavlenie/redkoe-predlozhenie-prodaetsya-1-k-kv-v-rayone-metro-dvorets-sporta-IDMapG2.html#ea76f6cdc2;Немышлянский;29900.0;Бизнес;9;4;1;Редкое предложение! Продается 1-комнатная квартира в высотном доме - метро Дворец Спорта в пешей доступности. Уютный двор. Рядом сквер на бульваре, кинотеатр и все необходимое для комфортного проживания.
14;3к. Сталинка, ХТЗ, м. Индустриальная (Пролетарская), ул. Мира. 108815;https://www.olx.ua/d/obyavlenie/3k-stalinka-htz-m-industrialnaya-proletarskaya-ul-mira-108815-IDMIFgc.html#ea76f6cdc2;Индустриальный;45000.0;Бизнес;5;2;3;"Продам реальную 3-комнатную квартиру на ХТЗ, по ул. Мира, возле станции метро Индустриальная (Пролетарская). 2 этаж 5 этажного дома. Общая площадь - 79м2, жилая - 58м2, кухня - 7м2. Добротный дом, высокие потолки, толстые стены зимой тепло, летом прохладно даже без кондиционера. Отличная планировка. Состояние очень аккуратное жилое, можно зайти и жить. Огромный двор, детская площадка. Чистый ухоженный подъезд. Рядом вся необходимая инфраструктура: детские сады, школы, супермаркеты ""Класс"", ""Восторг"",  ""АТБ"", автобусный терминал, сквер ""Зеленый Гай"".  kn.ua/r/108815 ; ID объекта - RE-108815."
15;Продам 2-комн кв. Нагорный.  Центр. м Пушкинская. Т11;https://www.olx.ua/d/obyavlenie/prodam-2-komn-kv-nagornyy-tsentr-m-pushkinskaya-t11-IDL5xiL.html#ea76f6cdc2;Киевский;59000.0;Бизнес;5;5;2;Продам 2-х комн квартиру в центре Харькова по ул. Пушкинская в пяти минутах ходьбы то метро Пушкинская. Формат квартиры: просторная кухня, две раздельные комнаты в одной из комнат эркер, балкон, раздельный санузел. Квартира в хорошем жилом состоянии, тёплая, светлая. Полноценный тех этаж, ремонт крыши. Уютный закрытый двор. Развитая инфраструктура: Школы, сады, Вузы, Молодёжный парк, магазины, рестораны всё рядом. В пешей доступности от метро Пушкинская. Исключительный вариант как для себя, так и под аренду. Звоните для записи на просмотр.
16;408857 Продам двухкомнатную квартиру возле метро Холодная гора;https://www.olx.ua/d/obyavlenie/408857-prodam-dvuhkomnatnuyu-kvartiru-vozle-metro-holodnaya-gora-IDMVWUn.html#ea76f6cdc2;Холодногорский;40500.0;Бизнес;12;12;2;Продам двухкомнатную квартиру , в жилом состоянии. 48 кв. м, 12/12, крыша новая, есть тех.этаж. Проводка и трубы новые. Рядом есть парк, школа, садик, все необходимые магазины. Красивый вид из окна. До метро Холодная гора 10 мин.
17;Продам 1 комнатную квартиру студию с ремонтом пр. Л. Малой. S5;https://www.olx.ua/d/obyavlenie/prodam-1-komnatnuyu-kvartiru-studiyu-s-remontom-pr-l-maloy-s5-IDLIIP9.html#ea76f6cdc2;Новобаварский;16000.0;Бизнес;5;1;1;"Продам 1 комнатную квартиру-студию на Новой Баварии с капитальным ремонтом по проспекту Любови Малой. Остановка транспорта  возле дома. Есть выбор квартир на разных этапах ремонта и разной площади от 18 до 26 м2. 
Телефон 06*********48"
18;Продам 1 к кв на Салтовке, ул. Краснодарская;https://www.olx.ua/d/obyavlenie/prodam-1-k-kv-na-saltovke-ul-krasnodarskaya-IDN0XQb.html#ea76f6cdc2;Московский;26000.0;Бизнес;12;10;1;Продам 1 комнатную квартиру на Салтовке, ул. Краснодарская, 9/12, хорошая косметика, рядом транспорт, 26000
19;Продам гостинку Салтовка кирпичный дом метро 10 минут F S2;https://www.olx.ua/d/obyavlenie/prodam-gostinku-saltovka-kirpichnyy-dom-metro-10-minut-f-s2-IDMVWRF.html#ea76f6cdc2;Московский;10000.0;Бизнес;5;3;1;Продается гостинка в кирпичном доме на Салтовке 10 минут пешком от метро комната 17 метров в хорошем жилом состоянии, свободна ,есть возможность своего санузла,общие службы с ремонтом в отличном состоянии,ремонт в подъезде,показ по договорённости
20;1к квартира  Бавария LS-10;https://www.olx.ua/d/obyavlenie/1k-kvartira-bavariya-ls-10-IDKMhmQ.html#ea76f6cdc2;Новобаварский;20500.0;Бизнес;5;2;1;Продам однокомнатную квартиру в центре Баварии, район ДК. Квартира полностью под ремонт.  Рядом есть школа и детсад, супермаркеты, парк. До метро Холодная гора ехать 12 минут на маршрутке, остановка  в 1 минуте ходьбы от дома.
21;Продам 3-к. квартиру 88м2 в новострое по проспекту Гагарина, Центр;https://www.olx.ua/d/obyavlenie/prodam-3-k-kvartiru-88m2-v-novostroe-po-prospektu-gagarina-tsentr-IDN4Xzn.html#ea76f6cdc2;Шевченковский;110000.0;Бизнес;12;5;2;"Предлагаем купить 3-к. квартиру в новострое возле м.Гагарина, который расположен по адресу: проспект Гагарина, 43.
Застройщик Жилстрой-2. 
Общая площадь: 88м2.
Формат квартиры: большая кухня-студия, две спальных комнаты, просторный санузел и лоджия.
В квартире выполнен ремонт исключительно из качественных материалов, полностью укомплектована мебелью и техникой ведущих производителей.
Дом под охраной и видеонаблюдением, в холле дежурит консьерж.
Хорошо развита инфраструктура и транспортная развязка, рядом супермаркеты, школы, детские сады и медицинские учреждения, на первом этаже дома кафе и аптеки, отделение новой почты и многое другое.

Выбор престижных квартир на сайте: 
lux-estate.com.ua/properties/apartment/prodam-3-k-kvartiru-v-novostroe-vozle-m-gagarina/"
22;"Продам 1-к. кв-ру с капремонтом.Двухбалконка,метро ""Дворца Спорта"".ND";https://www.olx.ua/d/obyavlenie/prodam-1-k-kv-ru-s-kapremontom-dvuhbalkonka-metro-dvortsa-sporta-nd-IDMVWNe.html#ea76f6cdc2;Немышлянский;35000.0;Бизнес;9;3;1;1 комнатная квартира 3/9 улица Танкопия 13/. Капитальный ремонт, улучшенной планировки, двухбалконка. Общая площадь 36 м2. Сама квартира и её месторасположение -достойны вашего внимания!
23;Продам 1 комн.кв-ру 47м2! Новострой СКАЗКА! ЖС-1! Холодная гора!;https://www.olx.ua/d/obyavlenie/prodam-1-komn-kv-ru-47m2-novostroy-skazka-zhs-1-holodnaya-gora-IDMN2Hi.html#ea76f6cdc2;Холодногорский;34700.0;Бизнес;9;4;1;"В продаже просторная 1комнатная Квартира удобной планировки! Большая лоджия!

Расположена на 4 этаже 9этажного кирпичного дома №17
Дом сдан! Ремонт с весны 2022 года
Отличный вариант для жизни, а так же под выгодную сдачу в аренду!

Комплектация квартиры:
-металлопластиковые окна;
-горизонтальная разводка отопления (возможность установки счётчика на тепло);
-входная железная дверь;
-заведено электричество;
-подведены коммуникации (Холодная, горячая вода);
- наружное утепление стен.
Облагороженная придомовая территория!

Жилой комплекс СКАЗКА от Жилстрой-1 находится в 7-8 минутах от метро Холодная гора!
Район с хорошо развитой инфраструктурой и транспортной развязкой!

Звоните! Всегда подскажем и покажем лучшие варианты!
Показ в удобное для Вас время!

Больше актуальных и интересных предложений по телефону +38********70 Светлана
А так же на нашем телеграм канале ""gkskazka"
24;Продам 1 к.кв.,  Роганский ж/м, м. Индустриальная.;"https://www.olx.ua/d/obyavlenie/prodam-1-k-kv-roganskiy-zh-m-m-industrialnaya-IDMfza3.html#ea76f6cdc2;promoted";Индустриальный;23000.0;Бизнес;9;7;1;"СРОЧНО! НЕДОРОГО! Продам 1 к.к. Роганский ж/м, ул. Роганская, 142, 7/9, 33 м2, без ремонта, балкон, не торцевая. 

Рядом школа, детский сад, рынок,  супермаркеты, магазины. Общественный транспорт рядом, ближайшее метро ст. Индустриальная (бывшая Пролетарская) 5-7 мин. на городском транспорте. 

Цена 23 000 $ 

0 9 7 2 1 3 8 4 5 2 Андрей (Viber 24/7), компания ""Бульвар недвижимость"""
25;Продам 2к.кв ЖБ на Пушкинской, Центр в кирпичной сталинке,Ж1;https://www.olx.ua/d/obyavlenie/prodam-2k-kv-zhb-na-pushkinskoy-tsentr-v-kirpichnoy-stalinke-zh1-IDN4Xus.html#ea76f6cdc2;Киевский;57000.0;Бизнес;5;5;2;"Продам 2к.кв ЖБ на Пушкинской, Центр в кирпичной сталинке. 

Преимущества нашей квартиры:
-2 раздельные просторные комнаты. 
- ЖБ перекрытия 
- с/у раздельный
- Прекрасный вид из окна
- Расстояние до метро 3 минуты пешком
- Свежий ремонт подъезда

Отличный  вариант как для жизни, так и для получения дополнительного дохода при сдече в аренду. 
Показ в удобное для Вас время!
Звоните!"
26;Продам 3 комн. квартиру;https://www.olx.ua/d/obyavlenie/prodam-3-komn-kvartiru-IDN4Xtm.html#ea76f6cdc2;Немышлянский;45000.0;Бизнес;12;8;3;В продаже 3 комнатная квартира метро им. А. Масельского 5 мин. ул. Маршала Рыбалка,  2 застеклённых балкона. Квартира не испорчена ремонтом. Звоните.
27;Продам 1комнатную квартиру на ХТЗ  A S4;https://www.olx.ua/d/obyavlenie/prodam-1komnatnuyu-kvartiru-na-htz-a-s4-IDMPFph.html#ea76f6cdc2;Индустриальный;23500.0;Бизнес;5;5;1;"Продам 1 комнатную квартиру не угловая в жилом состоянии, в теплом кирпичном доме. В квартире поменяны окна и лана стояки хол. и гор. воды. В этом году была капитально сделана крыша. Квартира находится в очень хорошем и тихом дворе. В 5мин.находится остановка маршруток ( 304.147.262),и тралейбуса 3. А также в 5 мин ходьбы находится школа и спорт школа ""Восток"". А в 10 мин ходьбы есть два супермаркета ""АТБ"",""ЧУДО"" и рынок ХТЗ. До метро ХТЗ на транспорте 5-7 мин. Показы по договорённости."
28;Продам 1 комнатную квартиру с ремонтом м.Х.Гора HG1;https://www.olx.ua/d/obyavlenie/prodam-1-komnatnuyu-kvartiru-s-remontom-m-h-gora-hg1-IDLo94l.html#ea76f6cdc2;Холодногорский;38000.0;Бизнес;9;5;1;"Продам 1комнатную квартиру с ремонтом, укомплектована мебельюи техникой.
метро Холодная гора 5 мин  4/9 пан. ""чешка"" пл. 33/17/7 м2 Выполнен капитальный современный ремонт 2020 году. Рядом школа, дет. сад, и вся инфраструктура. звонитьтолько покупателю.АН не беспокоить."
29;1 -но комнатная изолированная метро Холодная гора;https://www.olx.ua/d/obyavlenie/1-no-komnatnaya-izolirovannaya-metro-holodnaya-gora-IDN4Xn2.html#ea76f6cdc2;Холодногорский;36000.0;Бизнес;12;4;1;Продам 1 комнатную квартиру на 4 этаже 12-ти этажного дома  , общая площадь-33 м кв., кухня 6 м кв. Состояние-жилое. До метро Холодная гора до 5 минут пешком, трамвай и отличная транспортная развязка-терминал. Возле дома детский сад, недалеко школа, в пешей доступности супермаркеты , детская и взрослая поликлиника, рынок и много магазинов.
30;Продам студийную однокомнатную квартиру в новострое;https://www.olx.ua/d/obyavlenie/prodam-studiynuyu-odnokomnatnuyu-kvartiru-v-novostroe-IDuclXM.html#ea76f6cdc2;Шевченковский;40850.0;Бизнес;9;1;2;"Продам студийную однокомнатную квартиру,дом- новостройка с автономным отоплением.Прекрасная транспортная развязка, рядом магазины,метро,остановки. Не упусти свой шанс покупай квартиру  у нас!

Компанія: ЖК"
31;Большая однокомнатная квартира в ЖК Гидропарк A N;https://www.olx.ua/d/obyavlenie/bolshaya-odnokomnatnaya-kvartira-v-zhk-gidropark-a-n-IDN4XiR.html#ea76f6cdc2;Киевский;27500.0;Бизнес;16;11;1;"ЖК Гидропарк расположен по улице Шевченко 327 в живописной зеленой зоне рядом с Журавлевским гидропарком.

Вокруг – развитая транспортная инфраструктура и три станции метро поблизости, что позволит без проблем добраться в необходимую точку города.

Комплектация квартир: 

Металлопластиковые окна и балконные двери с использованием герметичных однокамерных стеклопакетов;
Радиаторы;
Входные металлические  двери;
Счётчик электричества в квартире;
Подводка коммуникаций в санузле;
Ввод электропроводки в квартиру.   

Не упусти шанс переехать в новый жилой комплекс, который удивит качеством строительства и эргономичными планировками квартир. Здесь каждый найдет подходящее жилье, исходя из личных предпочтений и необходимой площади.  

Квартиру можно купить по быстрой сделке, ждать 1.5 месяца в очереди НЕ НУЖНО!
Переоформление в течении 2-3 дней.
Звоните!"
32;Продам 4х комнатную квартиру район между Холодной горой и ЮЖД;https://www.olx.ua/d/obyavlenie/prodam-4h-komnatnuyu-kvartiru-rayon-mezhdu-holodnoy-goroy-i-yuzhd-IDN4Xir.html#ea76f6cdc2;Новобаварский;32000.0;Бизнес;2;2;4;Продам 4х комнатную квартиру район между Холодной горой и ЮЖД ул Семинарская 2/2 этажа,есть тех.этаж дом кирпичный  площадь 90 м2 кухня 15 м2.Квартира на 2 входа,газовая колонка,есть балкон.Квартира хорошая но под ремонт.Цена 32000$ торг.
33;Срочно! Продам квартиру метро ЮЖД;https://www.olx.ua/d/obyavlenie/srochno-prodam-kvartiru-metro-yuzhd-IDMq30O.html#ea76f6cdc2;Холодногорский;15800.0;Бизнес;1;1;1;Срочно! Продам квартиру метро ЮЖД 6 мин.30м2, 1/1,  ремонт, мпо, боллер, хорошие соседи, закрытый двор,отличное место. Цена 15800у.е
34;Продам 1 к квартира Южный вокзал. Харьков !;https://www.olx.ua/d/obyavlenie/prodam-1-k-kvartira-yuzhnyy-vokzal-harkov-IDN0Xxs.html#ea76f6cdc2;Холодногорский;33000.0;Бизнес;5;3;1;Продам 1 к квартира Южный вокзал  Харьков.  Жилое состояние .  Метро Южный вокзал 5 мин.  Хорошая транспортная развязка. Все необходимое   в  пешей доступности. До центра города 5 мин.тр-т.
35;VIP!Роскошная!Видовая! 4 комн.квартира205м2,РоменаРолана,м.Научная SV;https://www.olx.ua/d/obyavlenie/vip-roskoshnaya-vidovaya-4-komn-kvartira205m2-romenarolana-m-nauchnaya-sv-IDN8Xw6.html#ea76f6cdc2;Шевченковский;490000.0;Бизнес;10;10;4;"Срочно! Снижена цена! Впервые в продаже! Элитная! Роскошная! Видовая! 4-х комнатная квартира в Центре Харькова. В Элитном доме Клубного типа, район Госпром, улица Ромена Роллана 15а. Квартира общей площадью 205м2, расположена на 10 этаже 10 этажного кирпичного дома. Также есть ШИКАРНЫЙ БОНУС - технический этаж площадью 200 кв.м. Где можно разместить спорт зал, кладовую и т.д.

 Формат квартиры:
 * огромная гостиная с панорамными окнами
* 2 спальни (одна из которых Мастер Спальня со своим шикарным с/у)
* детская комната
* кухня/столовая площадью 40 кв. метров
* постирочная/гардероб
* 2 санузла
* 2 балкона
  Сделан действительно качественный, дорогой авторский ремонт с использованием итальянского мрамора, разных пород дерева из экологически чистых материалов.
Вся мебель, предметы интерьера от ведущих Мировых Брендов.
Бытовая техника - Miele.
Сантехника - Villeroy&Boch.
 Дом с автономным отоплением.
В квартире очень светлая и уютная атмосфера с неповторимым шармом. Квартира полностью готова для комфортного проживания.
Тёплый пол, отличная шумоизоляция, итальянская система фильтрации/смягчения и полной очистки воды, лучшая немецкая система канального кондиционирования и вентиляции воздуха, установлены индивидуальные счетчики.

В стоимость входит парковочное место в подземном паркинге комплекса.
А также наземная парковка на охраняемой территории.
Это Уникальный Клубный Дом в самом Центре Харькова.
Своя котельная, консьерж, скоростные лифты, охрана и видео наблюдение.
Всего 33 квартиры в доме. Максимально культурные и респектабельные соседи.

 Развитая инфраструктура. Сад. им Шевченко, пл. Свободы, Вузы, лицеи, школы, супермаркеты, магазины, бутики, кафешки и рестораны. В пешей доступности метро Научная, Университет, Госпром. Шикарная, просторная квартира, в доме клубного типа, в Центре Харькова в самом престижном районе. С выбором квартиры, Вы будете определённо довольны! Звоните в любое время, Сергей!"
36;Продам 2к.кв. Гостиного типа на Баварии;https://www.olx.ua/d/obyavlenie/prodam-2k-kv-gostinogo-tipa-na-bavarii-IDMnlNT.html#ea76f6cdc2;Новобаварский;17500.0;Бизнес;9;4;2;Продам 2к.кв. Гостиного типа на Баварии 40м2,4/9, полная изоляция хорошее жилое состояние, комнаты раздельные, мпо,болер, хорошая инфраструктура, рядом школа, садик, магазины, остановка под домом. Цена 17500у.е.
37;Продам квартиру в центре ул. Конторская 15;"https://www.olx.ua/d/obyavlenie/prodam-kvartiru-v-tsentre-ul-kontorskaya-15-IDKampo.html#ea76f6cdc2;promoted";Новобаварский;32000.0;Владелец;6;1;1;Продам квартиру от собственника по ул. Конторская 15. Дом сдан. Новострой, автономная система отопления на дом, металлопластиковые окна, батареи, бронированная дверь, ремонт. Благодаря удачному расположению дома, легко добраться в любую часть города. Вам будут доступны любые объекты инфраструктуры города. Совсем рядом находятся несколько станций метро, до которых легко дойти пешком. м. Центральный рынок 10 мин. м. Юж. Вокзал 15 мин. м. Советская 17 мин.Средняя спец. Музыкальная школа, Гимназия 13, Сад ясли 47.
38;408782 Продам однокомнатную квартиру район Холодной горы;https://www.olx.ua/d/obyavlenie/408782-prodam-odnokomnatnuyu-kvartiru-rayon-holodnoy-gory-IDMVWyA.html#ea76f6cdc2;Новобаварский;36000.0;Бизнес;9;9;1;Продам однокомнатную квартиру с капитальным ремонтом. 37кв.м, 9/9, крыша новая. Проводка и трубы поменяны. Рядом находится Григоровский бор, 4 школы, детский сад, круглосуточные магазины. 20 мин пешком до метро Холодная гора.
39;Продам 2-х комнатную квартиру м.Студенческая 10 минут пешком;https://www.olx.ua/d/obyavlenie/prodam-2-h-komnatnuyu-kvartiru-m-studencheskaya-10-minut-peshkom-IDKO3pW.html#ea76f6cdc2;Московский;31000.0;Бизнес;5;3;2;Продам 2-х комнатную квартиру 3/5 метро Студенческая пешком 10 минут. Ул.Гвардейев Широнинцев.  Площадь 48/33/6. Комнаты раздельные. Хорошее состояние: МПО, бронированная дверь, новый линолеум, межкомнатные двери.
